dataset,start_frame,end_frame,fps,label,phi_trans,psi_tan,psi_rad
0066,18072,18207,29.97,traveling_polarized,0.8958209755437874,0.41495195757671527,0.0056824294963507375
0066,18791,19121,29.97,traveling_polarized,0.9441396067912061,0.2233919764083746,0.07130880342841367
0066,19705,19765,29.97,expansion_burst,0.41339468241948807,0.15720398854310974,0.42446274348459884
0066,19780,20230,29.97,traveling_polarized,0.9354114660628192,0.3091373716005483,-0.017179051427588216
0066,20844,20949,29.97,traveling_polarized,0.9500369395841615,0.23910492390867744,0.11725457269275931
0066,21219,21339,29.97,traveling_polarized,0.9261845269859076,0.4084989680052285,-0.02892202914195657
0066,21533,21998,29.97,traveling_polarized,0.9413314512736547,0.2374832006029619,-0.0008482207257115501
0066,22058,22193,29.97,traveling_polarized,0.923737965437171,0.2617586715535607,0.07844604495237234
0066,22418,22762,29.97,traveling_polarized,0.9276691468562841,0.1996103698314543,0.11347524339492276
0066,22957,23317,29.97,traveling_polarized,0.9376861691000147,0.17647500635183136,0.1533792094299868
0066,23467,23766,29.97,milling,0.4508127824523166,0.6367401971860748,0.06930068235446489
0066,24066,24096,29.97,traveling_polarized,0.936205798267532,0.24610967573980772,0.19205747630387943
0066,24096,24156,29.97,compaction,0.8435262685419136,0.25522665468375405,-0.434076957742912
0066,24156,24276,29.97,shoaling,0.4371807444176197,0.17910597576880297,0.016572586243912692
0066,24366,24575,29.97,traveling_polarized,0.9641564464250594,0.21429931409275585,0.06064870119441095
0084,0,270,29.97,traveling_polarized,0.9512510207281192,0.17277167300891189,0.055221808264015355
0084,599,1139,29.97,traveling_polarized,0.8719962848152896,0.2821796858740286,0.009903106004708924
0084,1663,1798,29.97,traveling_polarized,0.8441351950238902,0.25350569949260127,0.10469672779600098
0084,2188,2517,29.97,traveling_polarized,0.8552669326879022,0.36945442968959813,0.10788020126569237
0084,2817,2937,29.97,traveling_polarized,0.8913707905676608,0.16891085350107773,-0.14096327972383368
0084,3117,4106,29.97,traveling_polarized,0.8932111562650271,0.2008243636141032,0.10745366432089071
0084,4196,4496,29.97,traveling_polarized,0.8848988230714078,0.18267300038452144,-0.13854098483888622
0084,4795,5065,29.97,traveling_polarized,0.8941469105069834,0.24938866509642854,0.08971190228521761
0084,5275,5380,29.97,shoaling,0.34336193473575194,0.15604673240091949,0.11740889261566351
0084,5709,5844,29.97,traveling_polarized,0.8896611744100305,0.4354900286281416,-0.0032539661179870364
0084,5994,6833,29.97,traveling_polarized,0.8863600041283543,0.3845038724158119,-0.04847725288048829
0084,6983,7522,29.97,traveling_polarized,0.8514587480909844,0.4279212024212876,0.10370990462448189
0084,7882,8152,29.97,traveling_polarized,0.8975593390430306,0.31476206190982947,0.04318225883837869
0084,9351,9890,29.97,traveling_polarized,0.8908048450661151,0.15714686124255953,0.02908968803420782
0084,10549,10909,29.97,traveling_polarized,0.8285771549448901,0.26450070255010544,0.06675209833952095
0084,11269,12108,29.97,traveling_polarized,0.821597702591935,0.25900688757163715,-0.05110483912923119
0084,12917,13157,29.97,traveling_polarized,0.8453107906465926,0.20592338856684161,-0.05528875526875003
0084,13472,13726,29.97,traveling_polarized,0.9191939140727952,0.1974917921122511,-0.12266956749556192
0084,14386,14925,29.97,traveling_polarized,0.9298201891536477,0.23213664729512287,0.0027155584880626054
0084,15165,15584,29.97,traveling_polarized,0.8994990603440868,0.24879880466970344,0.032282812389069555
0084,15884,16424,29.97,traveling_polarized,0.8443439865727207,0.2919281619028323,-0.004710878389923323
0084,16723,17023,29.97,traveling_polarized,0.9118467353655269,0.2501903226424173,-0.0011148612849827414
0084,18986,19121,29.97,traveling_polarized,0.9441433636166638,0.22902298356081865,-0.08282205034742159
0084,19480,21039,29.97,traveling_polarized,0.8519902743157962,0.24543107220590965,-0.021155275367834625
0084,21219,21878,29.97,shoaling,0.291511341299417,0.2829206985246782,0.05281876944698233
0084,22028,23047,29.97,shoaling,0.31444612492545093,0.14458902142654345,-0.022133086893579245
0084,23886,23976,29.97,milling,0.488739178947852,0.5554025785169598,-0.10401302503385595
0103,0,390,29.97,traveling_polarized,0.8051963833642258,0.18186466974909368,0.026398971644092738
0103,554,704,29.97,shoaling,0.29854346989029656,0.19876585320549356,0.0081854158357191
0103,824,929,29.97,traveling_polarized,0.7833551081615975,0.11638302252609208,0.0021105939102977404
0103,1079,1154,29.97,milling,0.17880896221653209,0.5482548245106094,0.0718180943504594
0103,1304,1618,29.97,traveling_polarized,0.9235165384594275,0.17752994988333046,-0.06316707665387032
0103,2098,2218,29.97,shoaling,0.25697845190869256,0.16363240756879424,0.09700998770685655
0103,2323,2637,29.97,milling,0.18506649229949576,0.5185175966320872,0.06479090061914904
0103,3192,3312,29.97,traveling_polarized,0.8701469039443452,0.1595764816125319,0.1120968334155914
0103,3477,3686,29.97,traveling_polarized,0.823973764424053,0.06595278229639939,0.020243545891590286
0103,3851,4061,29.97,milling,0.19336842432467613,0.5071615540488159,0.09667094822704136
0103,4525,4585,29.97,traveling_polarized,0.8067634529795672,0.11963950249442484,0.0801943422233987
0103,4885,5125,29.97,traveling_polarized,0.8504925044750894,0.1829776218869186,-0.029904388132048258
0103,5844,6204,29.97,traveling_polarized,0.8507400972997092,0.17403034472047607,-0.052048402596570065
0103,7043,7492,29.97,traveling_polarized,0.9196633610997204,0.18381892035792605,0.008777422692364274
0103,7687,7867,29.97,shoaling,0.18048612496675373,0.16781001794539807,0.014194863563308699
0103,8886,8961,29.97,traveling_polarized,0.8481076251882481,0.04217805127581115,-0.02921143447487814
0103,9590,9860,29.97,traveling_polarized,0.8871850720825983,0.08326067865934016,0.04732020335557358
0103,10699,11284,29.97,traveling_polarized,0.8192550170141736,0.14963053214873878,0.0038751093519001963
0103,11389,11628,29.97,shoaling,0.29057181601339854,0.08444332558682252,0.09054679033775347
0103,12108,12497,29.97,traveling_polarized,0.8921783339601447,0.10563490193376557,-0.00519469508460315
0103,12977,13591,29.97,traveling_polarized,0.8470864673432036,0.08332329397221849,0.06304046098002429
0103,13786,13906,29.97,shoaling,0.11698141302406645,0.28813684019453323,0.09644302105038345
0103,14326,14505,29.97,traveling_polarized,0.8686853411522651,0.1370624694153372,0.09274216179646115
0103,15195,15315,29.97,traveling_polarized,0.7772937995996695,0.06669637087922511,-0.06364436329108206
0103,15554,15944,29.97,traveling_polarized,0.8570018607252011,0.16911689080863052,-0.010042554036676365
0103,16693,16783,29.97,milling,0.13576474809137948,0.5309195622933206,-0.004642545648422447
0103,17802,18072,29.97,traveling_polarized,0.8911717662635491,0.2406084615900981,0.058648352391807275
0103,18207,18267,29.97,milling,0.09970352974654291,0.6537667473926301,0.08688361822130043
0103,19121,19705,29.97,milling,0.15309484842918802,0.6253847069168157,0.12208352116614375
0103,19900,20020,29.97,traveling_polarized,0.8571263744489944,0.20069858128821264,-0.00917251376509705
0103,20919,21354,29.97,traveling_polarized,0.8798670386749351,0.15396875334985227,0.01460034892406074
0103,22178,22762,29.97,traveling_polarized,0.8539494152025406,0.08484919786969641,0.01165961456218912
0103,22927,23122,29.97,traveling_polarized,0.7960920302832618,0.24737528212928855,0.05005633445015664
0103,23182,23347,29.97,traveling_polarized,0.9283897844557056,0.26626669711452067,0.10460578550068488
0103,23526,23616,29.97,shoaling,0.258123397792349,0.24822892820371417,0.14212371918988836
0103,24456,24575,29.97,milling,0.11741122462199967,0.520887186366123,0.1306314977615153
0105,90,195,29.97,shoaling,0.315040978207695,0.15707509220736618,-0.08505353942988074
0105,210,869,29.97,traveling_polarized,0.8885148954278508,0.2732532886662236,0.020508841600385234
0105,989,1498,29.97,traveling_polarized,0.8454401691029629,0.25993216439237554,0.11113433067218567
0105,1978,2607,29.97,traveling_polarized,0.9325348865628689,0.26868882829214574,0.0024733994118286743
0105,2727,3387,29.97,traveling_polarized,0.9291664744751594,0.26777891205136084,0.019329313442076106
0105,3716,3836,29.97,milling,0.561699579669403,0.5935458668039687,0.0163065079461354
0105,4615,4735,29.97,traveling_polarized,0.8400666677806318,0.23342408077225196,0.041841005493193535
0105,4975,5485,29.97,traveling_polarized,0.9391492031388742,0.3742779298142842,-0.06384488503313035
0105,5814,6623,29.97,traveling_polarized,0.9107740981013434,0.3238105592725669,0.048923277900274835
0105,6803,7133,29.97,traveling_polarized,0.8869526127023182,0.25026830275784917,0.07148098092330983
0105,7223,7972,29.97,traveling_polarized,0.8860847369379115,0.23140433171197183,0.05276725372838531
0105,8062,8152,29.97,traveling_polarized,0.8996480392567436,0.19483876227895094,-0.09674185885276329
0105,8242,8452,29.97,traveling_polarized,0.9047568409363832,0.21927626613046786,0.07456776393191872
0105,8631,9291,29.97,traveling_polarized,0.8855864536928576,0.2796464966797148,0.04160677644646969
0105,9351,9426,29.97,milling,0.4659760892694404,0.5575108194215552,0.1349313970202289
0105,9590,10040,29.97,traveling_polarized,0.838568694798307,0.26747874063745863,0.02903846844202973
0105,10310,11179,29.97,traveling_polarized,0.9465022137087455,0.2820480847257003,0.040195238263176176
0105,11299,11988,29.97,traveling_polarized,0.898186267495318,0.2477787884996415,0.06540820890629595
0105,12557,12632,29.97,traveling_polarized,0.9651236366266126,0.44255476871625554,0.0222174331743508
0105,12707,12857,29.97,traveling_polarized,0.9743541510712219,0.2056326559897707,0.02790002247925888
0105,12977,13097,29.97,traveling_polarized,0.9208078539375047,0.21456741204727045,0.18103313552013578
0105,13217,14326,29.97,traveling_polarized,0.9021298443583489,0.298066459733286,0.06375244736591162
0105,14416,15105,29.97,traveling_polarized,0.9041992751897556,0.29137558011434844,-0.001911478703653791
0105,15405,16094,29.97,traveling_polarized,0.8611864638858198,0.3211305204258058,0.06968336794364031
0105,16214,16484,29.97,traveling_polarized,0.8683530228930911,0.2592754302389091,-0.06539537791257025
0105,16723,17083,29.97,traveling_polarized,0.885906208912954,0.17146369910697573,0.011376956686423472
0105,17562,17772,29.97,traveling_polarized,0.8875498504851138,0.33708322760053605,-0.029047975336164093
0105,17982,18372,29.97,traveling_polarized,0.9323552753420561,0.22084956467842445,0.011907591799157772
0105,18611,18911,29.97,traveling_polarized,0.9271802681287841,0.2745726035539664,0.0827070036753064
0105,19061,19480,29.97,traveling_polarized,0.9259771587974694,0.28482802003367313,0.07726771488535705
0105,19840,20350,29.97,traveling_polarized,0.8821222059805246,0.3702271579470168,-0.04583443445918413
0105,20619,21459,29.97,traveling_polarized,0.913514277315318,0.2483952836911502,0.03788309139066368
0105,21878,22478,29.97,traveling_polarized,0.8891991811427769,0.23738579194435605,0.09845250551761167
0105,22657,22747,29.97,shoaling,0.5468691340926489,0.14966313888401284,0.04677255629604311
0105,22897,23586,29.97,traveling_polarized,0.8791212802760634,0.30662535642770444,0.05222488099907429
0105,23766,23826,29.97,shoaling,0.48297653484963377,0.14652786554159952,0.07637460254866585
0105,23826,24545,29.97,traveling_polarized,0.9353541941001565,0.3308496194068157,-0.01584494227265299
0107,15,524,29.97,milling,0.22574719267080795,0.7286117379526228,0.1000846599610044
0107,1439,1633,29.97,traveling_polarized,0.8420166615881312,0.24827497235098017,0.03297265911287842
0107,1723,1828,29.97,traveling_polarized,0.768031282124509,0.3608278707170148,-0.008363594888681389
0107,2278,5305,29.97,milling,0.2798418572472053,0.7104131849269142,0.09043266814446797
0107,7028,7403,29.97,traveling_polarized,0.8582644691145422,0.1454096144327219,-0.0752803509149597
0107,8646,9321,29.97,shoaling,0.14333165829889655,0.0987020085158843,0.030208067338229505
0107,9530,9590,29.97,shoaling,0.2277243602546693,0.05011274584572052,0.1659412731180022
0107,10190,10340,29.97,shoaling,0.3601344226245297,0.09542150439053437,0.07984225407413925
0107,10894,11089,29.97,traveling_polarized,0.8240652117075254,0.14814644576798336,-0.08278612844575511
0107,11568,12078,29.97,milling,0.320191097913733,0.599282429104877,0.08458274156008236
0107,12408,12512,29.97,traveling_polarized,0.8930888392016889,0.13958914233860253,0.08884994672828588
0107,13112,13472,29.97,milling,0.29180975901559364,0.6030326562975211,0.07615253888022763
0107,15360,15824,29.97,milling,0.23753348254684695,0.6062421522445799,0.014683534257308855
0107,16828,16903,29.97,traveling_polarized,0.7925208478433549,0.3476474091777169,-0.0801475236212656
0107,17637,17772,29.97,traveling_polarized,0.8622425611124048,0.3261581901485906,0.044463117768559574
0107,17937,18132,29.97,traveling_polarized,0.8867774797896834,0.13907303927256034,-0.013786127138121766
0107,19052,19121,29.97,shoaling,0.22803104269469446,0.17266582883446002,0.12014271465474476
0107,19690,20589,29.97,traveling_polarized,0.8706673073892167,0.2164024846203628,0.03334379148804151
0107,21264,21818,29.97,milling,0.21864041857213953,0.672479002238844,0.06565208421884715
0107,22373,22627,29.97,traveling_polarized,0.8753072876675142,0.19663334633186766,-0.07240945115341077
0107,23317,23467,29.97,traveling_polarized,0.8041626813038733,0.2612644476646578,-0.01173879988248161
0107,23646,23826,29.97,traveling_polarized,0.8587555951205199,0.09072562103204646,-0.07154677805367543
0107,24051,24126,29.97,shoaling,0.13170221196340617,0.04522011533521933,0.14697115318225093
0107,24186,24261,29.97,shoaling,0.2570631029736973,0.0958621299125623,0.09771202793348908
0107,24396,24575,29.97,shoaling,0.3668870885589705,0.05657763590043802,0.08666060323313872
0115,0,240,29.97,traveling_polarized,0.9387058395015779,0.26966449619663585,0.025530595276677368
0115,480,1229,29.97,traveling_polarized,0.8939915517383229,0.24887678261920188,0.0355640413601941
0115,1469,2038,29.97,traveling_polarized,0.9092970131020853,0.21974610722362115,0.02759943896281737
0115,2847,2997,29.97,traveling_polarized,0.8647267724196774,0.27098667613584904,-0.009536209695898488
0115,3132,3252,29.97,shoaling,0.2460022153397035,0.25682013848491897,0.05466303354871741
0115,3506,3656,29.97,traveling_polarized,0.832046916295801,0.16566536014643038,0.1860677099836044
0115,3911,3995,29.97,shoaling,0.26874361708467887,0.0965660529015525,-0.06335718237995625
0115,4211,4451,29.97,traveling_polarized,0.8981066067905571,0.21985799629576477,0.029928591080331822
0115,4615,4705,29.97,traveling_polarized,0.8570414986563745,0.08327729702752279,0.0785577894879059
0115,4810,4975,29.97,milling,0.40296363219153725,0.5347190526962866,0.10493641672426073
0115,5589,5754,29.97,traveling_polarized,0.7782672277602487,0.26091785983035376,0.05333815739601873
0115,5904,6189,29.97,traveling_polarized,0.9208694885228524,0.22335317225015297,0.08724101784887972
0115,6728,6833,29.97,traveling_polarized,0.9405595663429458,0.21239384900276537,0.07564936478888984
0115,6983,7088,29.97,traveling_polarized,0.8390203598586545,0.12890708151650312,-0.09476539443854998
0115,7193,7358,29.97,traveling_polarized,0.8474654783105656,0.20879469172704454,-0.024826591598805105
0115,7433,8047,29.97,traveling_polarized,0.8940225615977051,0.17125042528005577,-0.009894262448086303
0115,8392,8781,29.97,milling,0.28945281580416315,0.6102011169582426,0.08854219474987071
0115,8901,9261,29.97,traveling_polarized,0.9221033854978067,0.19804827231765668,0.038479193450388485
0115,9456,9650,29.97,traveling_polarized,0.9165481383601668,0.15341917239727434,-0.039894512437960224
0115,9755,10070,29.97,traveling_polarized,0.9114776540602464,0.13243939499102073,0.07135519168357754
0115,10849,12258,29.97,traveling_polarized,0.8906903464034189,0.2000399604787128,0.016313691671973145
0115,12707,12797,29.97,milling,0.39759209240698784,0.5825999360098814,0.02283667718273074
0115,12917,13082,29.97,milling,0.4308230233381745,0.6292086282891649,0.16414520067349642
0115,13397,13621,29.97,traveling_polarized,0.9338566949270005,0.17017082005165976,0.06315151648683671
0115,14131,14461,29.97,traveling_polarized,0.8996785178892184,0.18583539685549458,0.016227738674555316
0115,14625,14970,29.97,shoaling,0.38205787490260545,0.20025139026830746,0.07604612324190772
0115,15075,15270,29.97,milling,0.25325949545751736,0.4699137831854488,0.11806394894607064
0115,16004,16169,29.97,traveling_polarized,0.8408167723162021,0.11368832516923143,-0.06394395665529466
0115,16304,16663,29.97,traveling_polarized,0.8727393054200547,0.21425159303684055,-0.015691017765336372
0115,17338,17592,29.97,traveling_polarized,0.8506334295798301,0.22206907460444006,0.0037487808006987726
0115,17652,17787,29.97,shoaling,0.3554760203874347,0.2803824513797934,-0.00033759091900696636
0115,18027,18357,29.97,traveling_polarized,0.9039765922854218,0.3301247165432223,0.03443834653839022
0115,18387,18536,29.97,traveling_polarized,0.8580470281444053,0.2305435854865099,0.08255299465346218
0115,19480,19720,29.97,traveling_polarized,0.8132591468998615,0.2857425737707644,0.0299915213648226
0115,19900,20050,29.97,traveling_polarized,0.8029940383790455,0.3392231463306914,0.05475098041197528
0115,20200,20529,29.97,traveling_polarized,0.9204905950081836,0.2735922422529323,-0.026635157481628147
0115,20874,21249,29.97,traveling_polarized,0.9415470825003801,0.15147327774281696,0.007346719492829228
0115,21788,21878,29.97,traveling_polarized,0.8168859036698926,0.33498796109032963,0.016111436516488595
0115,21968,22343,29.97,traveling_polarized,0.8770443482054376,0.16604808799906542,-0.008449022424038612
0115,22657,23437,29.97,traveling_polarized,0.8822744738447023,0.183861146018071,0.04615661853559551
0115,23496,23616,29.97,traveling_polarized,0.8612467846638396,0.26282233191855897,0.006839277267427629
0115,23991,24426,29.97,milling,0.47617795213067016,0.6641769204066144,0.10035064209969138
0120,180,659,29.97,traveling_polarized,0.9239036731352801,0.29547087627795504,-0.00757838612645575
0120,959,1469,29.97,traveling_polarized,0.9255514343012794,0.26065377050524174,0.0008329541420385771
0120,1558,1663,29.97,shoaling,0.23435234973822947,0.2797281169255424,0.10616816672232862
0120,1852,1978,29.97,shoaling,0.42270107621998737,0.15456832199687615,-0.09257058253724335
0120,2098,2787,29.97,traveling_polarized,0.8834732401840096,0.2633320668315116,-0.043553618748378965
0120,3057,3686,29.97,traveling_polarized,0.8632418937027034,0.26863024271633507,0.05405187656217408
0120,3746,3956,29.97,milling,0.3778045260168721,0.6360384491442249,0.016066664908017877
0120,4166,4645,29.97,traveling_polarized,0.9270282265204433,0.3696326828848511,-0.033531787299647293
0120,4885,5275,29.97,traveling_polarized,0.8931951734027812,0.29978685321724374,0.06440198193033274
0120,5523,5589,29.97,shoaling,0.35210433670176394,0.27837620814864183,-0.0331906784356317
0120,5754,6533,29.97,traveling_polarized,0.7960275391969927,0.20664201384437517,-0.024454693408686747
0120,6593,6953,29.97,milling,0.21567277185881129,0.6850486469168731,0.08521047610210054
0120,7103,7463,29.97,traveling_polarized,0.9221483785733514,0.17789526720549292,0.01728097803295354
0120,7642,8362,29.97,traveling_polarized,0.8914833591698753,0.345686143537398,0.04334161518875074
0120,8482,9411,29.97,traveling_polarized,0.8934541405160353,0.34961273519516334,-0.04652602119464375
0120,9530,9590,29.97,milling,0.32014102757607155,0.5766821945475673,-0.022486936251308612
0120,10010,11029,29.97,traveling_polarized,0.832070852087723,0.2197728647322264,-0.020011114579297804
0120,11329,11389,29.97,milling,0.2167449429743429,0.7465012542808094,0.12163906918514958
0120,11470,11637,29.97,milling,0.15285658455399692,0.6827198087281169,0.10508065028129158
0120,13361,13576,29.97,milling,0.2678353425002624,0.6964357106656608,0.07102182185849468
0120,13696,14071,29.97,traveling_polarized,0.9196937270657319,0.1861484935801769,-0.012069376734852876
0120,14790,14880,29.97,shoaling,0.3432042461319879,0.24840887693817118,0.004179799513977331
0120,14985,15375,29.97,traveling_polarized,0.9371258992849518,0.23420377416207477,0.052174800668285115
0120,15644,16064,29.97,traveling_polarized,0.9135781794417573,0.2992424746330778,0.06727147892988566
0120,16747,16864,29.97,shoaling,0.4685274709247349,0.27379782071258424,0.05311012304442935
0120,17338,17383,29.97,traveling_polarized,0.7779831172409069,0.379863966611106,0.08024936382508592
0120,18686,18836,29.97,traveling_polarized,0.8748865975643294,0.3696354307232309,0.056558933003755196
0120,19016,19286,29.97,traveling_polarized,0.8994676538067281,0.21114215500247302,-0.014910335171994799
0120,19690,19855,29.97,traveling_polarized,0.839521548924882,0.18898432731060777,-0.06584715183449506
0120,19900,20020,29.97,traveling_polarized,0.9001920763855933,0.2887137896673779,0.05524469189355138
0120,20215,20305,29.97,traveling_polarized,0.8506397080302619,0.24856856905280011,-0.13394991899809153
0120,20919,21039,29.97,traveling_polarized,0.8649888319559454,0.3592141077795639,0.09076779162908041
0120,21099,21384,29.97,traveling_polarized,0.9043758939492641,0.24400630602318404,-0.026546097146102378
0120,21429,21533,29.97,traveling_polarized,0.8611433317718026,0.19497447079449973,-0.08648951631366897
0120,22522,22612,29.97,traveling_polarized,0.875049936768121,0.1997567418172356,0.028227728917847777
0120,22837,23257,29.97,traveling_polarized,0.8670070275986907,0.18290395125375855,-0.003099543777676913
0120,23437,23496,29.97,traveling_polarized,0.8781545583051041,0.46209327387466287,0.13259202435769663
0120,23541,23841,29.97,traveling_polarized,0.9274167225070546,0.24849201880043,-0.04635394283895292
0120,24261,24471,29.97,traveling_polarized,0.9194781190734378,0.24668347648110026,-0.053003952803996605
0124,779,1199,29.97,milling,0.08777721745267482,0.57242049015709,-0.018385974171634123
0124,1229,1663,29.97,milling,0.20563083745750932,0.6176810010859396,0.07853479411056742
0124,1708,2937,29.97,milling,0.09838487809700855,0.6555163661655348,0.07083365872152887
0124,3096,3312,29.97,milling,0.2806669351954427,0.5777857884436388,-0.014414472716346586
0124,3363,3695,29.97,milling,0.20454418072601122,0.628922458322888,0.011840682914801415
0124,4253,4316,29.97,milling,0.42668110850368346,0.5494689767433872,0.023491423092159
0124,4684,5014,29.97,milling,0.30932350010913046,0.5826175347518765,-0.025707232105323906
0124,5083,6474,29.97,milling,0.21615086277290907,0.6592697082984649,0.0576375446135968
0124,8056,8383,29.97,traveling_polarized,0.8452827482866346,0.11685157487420192,0.019731915353857002
0124,8455,8841,29.97,traveling_polarized,0.8870667199485754,0.2409863629152958,0.012800181769806344
0124,8991,10070,29.97,milling,0.2584344667252807,0.712855756451935,0.04991962724783163
0124,10831,11239,29.97,traveling_polarized,0.8807977527090967,0.15954678063232028,0.03632939005206863
0124,11538,11877,29.97,milling,0.3076190321028202,0.6393835979215751,0.07469687142166345
0124,11934,12018,29.97,milling,0.3239948293124736,0.6885437855046774,0.1355482197080962
0124,12414,12716,29.97,traveling_polarized,0.8499379539008355,0.16592890861993234,0.012360669922923664
0124,12800,12965,29.97,traveling_polarized,0.8202041037210882,0.23104900577116216,0.004653818295314916
0124,13289,13486,29.97,traveling_polarized,0.7570936974256394,0.23390710282691646,0.055780419058461365
0124,13984,14206,29.97,shoaling,0.20599604307253613,0.053064946571432126,0.008277414230941717
0124,14404,14805,29.97,shoaling,0.23953984450758073,0.17462637928464236,-0.02414571438633237
0124,15435,15824,29.97,traveling_polarized,0.745740669330429,0.20174174876506504,0.11019999265321098
0124,16127,16274,29.97,shoaling,0.23348495548717502,0.15905695981114637,-0.05320454462991743
0124,17973,18096,29.97,milling,0.12663133870120194,0.5528573954875933,0.05960863319351266
0124,19019,19172,29.97,traveling_polarized,0.7420646996658387,0.1784150507572149,0.07806582325195685
0124,19612,19912,29.97,traveling_polarized,0.8007855862533629,0.1380362680437601,0.005294807458129558
0124,21438,22115,29.97,milling,0.20669096818614258,0.6290474097055225,0.06849689338701544
0124,22684,22951,29.97,traveling_polarized,0.8704158191462553,0.16823399696745445,-0.021822490689248224
0126,0,869,29.97,traveling_polarized,0.9200358843717663,0.30230740290133795,0.0372536235090093
0126,1019,1528,29.97,traveling_polarized,0.9428381687615015,0.17438184760708073,0.1192078780044774
0126,1648,1768,29.97,traveling_polarized,0.9339973818555322,0.194064916821748,0.1996136871830022
0126,2008,2517,29.97,traveling_polarized,0.9268459179091676,0.34623425330472163,0.0030786430696762403
0126,2637,3027,29.97,traveling_polarized,0.9569063452769704,0.30371162841499244,0.01667840604968045
0126,3147,3956,29.97,traveling_polarized,0.9529751174129902,0.30814415621539887,-0.019826719482800455
0126,4136,4615,29.97,traveling_polarized,0.9010326447877597,0.26911720506605125,0.0004898796889839614
0126,4765,5095,29.97,traveling_polarized,0.9452315286071928,0.23421064776421047,0.08106027096031569
0126,5155,5305,29.97,traveling_polarized,0.8803135484229316,0.2519475820800961,0.018785803810728748
0126,5395,6414,29.97,traveling_polarized,0.9389359830093741,0.26043303443649013,-0.008419279037116263
0126,6474,6683,29.97,traveling_polarized,0.9403462749870855,0.27565886219324726,-0.008655974149180653
0126,6743,7612,29.97,traveling_polarized,0.9169451970783309,0.37136299212971163,0.08837077104587919
0126,7792,7912,29.97,traveling_polarized,0.8972609884163502,0.20436303171080922,-0.02246437053294045
0126,7972,8182,29.97,traveling_polarized,0.9201379850811267,0.304417235072819,0.04756250192120145
0126,8242,8392,29.97,traveling_polarized,0.9612190084671639,0.30571654972095935,0.00961024920006743
0126,8452,8661,29.97,traveling_polarized,0.9256156519179674,0.2949843912360803,0.0914039297614324
